"REG_DESCRIPTION","STS_STRA_ID","STS_YEAR","SEASON","SEASON_ID","STS_SUBMIT_RATE","EST_METHOD_NAME"
"Juan de Fuca Sport",300,2015,"Spring",1,0.073108846949712619,"Temporal Average"
"Juan de Fuca Sport",300,2015,"Summer",2,0.085009333240324933,"Temporal Average"
"Juan de Fuca Sport",300,2015,"Fall",3,0.033493200313490436,"Temporal Average"
"Juan de Fuca Sport",300,2016,"Spring",1,0.062838392629591136,"Temporal Average"
"Juan de Fuca Sport",300,2016,"Summer",2,0.081925449182086343,"Temporal Average"
"Juan de Fuca Sport",300,2016,"Fall",3,0.029430507630375548,"Temporal Average"
"Juan de Fuca Sport",300,2017,"Spring",1,0.046410652168478471,"Temporal Average"
"Juan de Fuca Sport",300,2017,"Summer",2,0.13010776829815895,"Temporal Average"
"Juan de Fuca Sport",300,2017,"Fall",3,0.026936989376961935,"Temporal Average"
"Juan de Fuca Sport",300,2018,"Spring",1,0.056354610036915921,"Temporal Average"
"Juan de Fuca Sport",300,2018,"Summer",2,0.094480195127731675,"Temporal Average"
"Juan de Fuca Sport",300,2018,"Fall",3,0.073799348883264684,"Regional Average"
"Juan de Fuca Sport",300,2019,"Spring",1,0.04399699428897217,"Temporal Average"
"Juan de Fuca Sport",300,2019,"Summer",2,0.10723406584715524,"Temporal Average"
"Juan de Fuca Sport",300,2019,"Fall",3,0.08165628238424831,"Temporal Average"
"Juan de Fuca Sport",300,2020,"Spring",1,0.057991513437057989,"Temporal Average"
"Juan de Fuca Sport",300,2020,"Summer",2,0.08041458184417441,"Temporal Average"
"Juan de Fuca Sport",300,2020,"Fall",3,0.037583468687962467,"Temporal Average"
"Juan de Fuca Sport",300,2021,"Spring",1,0.049909431747199778,"Temporal Average"
"Juan de Fuca Sport",300,2021,"Summer",2,0.13296903460837886,"Temporal Average"
"Juan de Fuca Sport",300,2021,"Fall",3,0.090935485671222158,"Regional Average"
"Juan de Fuca Sport",300,2022,"Spring",1,0.048375154571499809,"Temporal Average"
"Juan de Fuca Sport",300,2022,"Summer",2,0.073553707532627563,"Temporal Average"
"Juan de Fuca Sport",300,2022,"Fall",3,0.04788732394366197,"Temporal Average"
"Juan de Fuca Sport",300,2023,"Spring",1,0.050721649484536085,"Temporal Average"
"Juan de Fuca Sport",300,2023,"Summer",2,0.091744281950165082,"Temporal Average"
"Juan de Fuca Sport",300,2023,"Fall",3,0.041634950415438222,"Temporal Average"
"Juan de Fuca Sport",300,2024,"Spring",1,0.076055656748951997,"Temporal Average"
"Juan de Fuca Sport",300,2024,"Summer",2,0.070980926430517705,"Temporal Average"
"Juan de Fuca Sport",300,2024,"Fall",3,0.065975746984300948,"Regional Average"
"Juan de Fuca Sport",300,2025,"Spring",1,0.060610458029592938,"Temporal Average"
"Juan de Fuca Sport",300,2025,"Summer",2,0.053383791884287317,"Temporal Average"
"Juan de Fuca Sport",300,2025,"Fall",3,0.027042147042147045,"Temporal Average"
"Juan de Fuca Sport",300,2026,"Spring",1,0.061562860425014132,"Regional Smoothing"
"Queen Charlotte Strait",301,2005,"Summer",2,0.12231759656652362,"Temporal Average"
"Queen Charlotte Strait",301,2005,"Fall",3,0.1223404255319149,"Regional Average"
"Queen Charlotte Strait",301,2006,"Spring",1,0.16312056737588654,"Regional Average"
"Queen Charlotte Strait",301,2006,"Summer",2,0.16187050359712229,"Temporal Average"
"Queen Charlotte Strait",301,2006,"Fall",3,0.16312056737588654,"Regional Average"
"Queen Charlotte Strait",301,2007,"Summer",2,0.077348066298342538,"Temporal Average"
"Queen Charlotte Strait",301,2008,"Summer",2,0.05627705627705628,"Temporal Average"
"Queen Charlotte Strait",301,2009,"Summer",2,0.15804327375352775,"Temporal Average"
"Queen Charlotte Strait",301,2010,"Summer",2,0.13913043478260867,"Temporal Average"
"Queen Charlotte Strait",301,2010,"Fall",3,0.14703925482368593,"Regional Average"
"Queen Charlotte Strait",301,2011,"Summer",2,0.22261904761904758,"Temporal Average"
"Queen Charlotte Strait",301,2012,"Summer",2,0.2566079295154185,"Temporal Average"
"Queen Charlotte Strait",301,2012,"Fall",3,0.25545851528384278,"Regional Average"
"Queen Charlotte Strait",301,2013,"Spring",1,0.36708346865865538,"Regional Average"
"Queen Charlotte Strait",301,2013,"Summer",2,0.36326961443882522,"Temporal Average"
"Queen Charlotte Strait",301,2013,"Fall",3,0.36708346865865538,"Regional Average"
"Queen Charlotte Strait",301,2014,"Summer",2,0.30189927134453381,"Temporal Average"
"Queen Charlotte Strait",301,2015,"Spring",1,0.26467622673137914,"Regional Average"
"Queen Charlotte Strait",301,2015,"Summer",2,0.26369956168808989,"Temporal Average"
"Queen Charlotte Strait",301,2016,"Spring",1,0.19883017075310308,"Regional Average"
"Queen Charlotte Strait",301,2016,"Summer",2,0.19691834218816939,"Temporal Average"
"Queen Charlotte Strait",301,2017,"Spring",1,0.25939811395246859,"Regional Average"
"Queen Charlotte Strait",301,2017,"Summer",2,0.27984423816442378,"Temporal Average"
"Queen Charlotte Strait",301,2018,"Spring",1,0.19048251129715127,"Regional Average"
"Queen Charlotte Strait",301,2018,"Summer",2,0.1917872694240946,"Temporal Average"
"Queen Charlotte Strait",301,2019,"Spring",1,0.2547065337763012,"Regional Average"
"Queen Charlotte Strait",301,2019,"Summer",2,0.25359911406423036,"Temporal Average"
"Queen Charlotte Strait",301,2020,"Spring",1,0.29934319278884719,"Regional Average"
"Queen Charlotte Strait",301,2020,"Summer",2,0.29548069997866849,"Temporal Average"
"Queen Charlotte Strait",301,2021,"Summer",2,0.30958021639003136,"Temporal Average"
"Queen Charlotte Strait",301,2022,"Summer",2,0.24468085106382978,"Temporal Average"
"Queen Charlotte Strait",301,2023,"Summer",2,0.17743684118028438,"Temporal Average"
"Queen Charlotte Strait",301,2023,"Fall",3,0.17928514160924566,"Regional Average"
"Queen Charlotte Strait",301,2024,"Spring",1,0.11029597142010332,"Regional Average"
"Queen Charlotte Strait",301,2024,"Summer",2,0.11140788952849287,"Temporal Average"
"Queen Charlotte Strait",301,2025,"Summer",2,0.076168575789572993,"Temporal Average"
"South Strait of Georgia",302,2005,"Spring",1,0.036281714092104962,"Regional Smoothing"
"South Strait of Georgia",302,2005,"Summer",2,0.036281714092104962,"Regional Smoothing"
"South Strait of Georgia",302,2005,"Fall",3,0.036281714092104962,"Regional Smoothing"
"South Strait of Georgia",302,2006,"Spring",1,0.031578947368421054,"Temporal Average"
"South Strait of Georgia",302,2006,"Summer",2,0.025502873563218391,"Temporal Average"
"South Strait of Georgia",302,2006,"Fall",3,0.027122641509433963,"Regional Average"
"South Strait of Georgia",302,2007,"Spring",1,0.035060975609756101,"Temporal Average"
"South Strait of Georgia",302,2007,"Summer",2,0.043319985438660356,"Temporal Average"
"South Strait of Georgia",302,2007,"Fall",3,0.064814814814814811,"Temporal Average"
"South Strait of Georgia",302,2008,"Spring",1,0.043801652892561986,"Temporal Average"
"South Strait of Georgia",302,2008,"Summer",2,0.025610717100078801,"Temporal Average"
"South Strait of Georgia",302,2008,"Fall",3,0.03596164091635589,"Regional Average"
"South Strait of Georgia",302,2009,"Spring",1,0.047308275566569816,"Regional Smoothing"
"South Strait of Georgia",302,2009,"Summer",2,0.047308275566569816,"Regional Smoothing"
"South Strait of Georgia",302,2009,"Fall",3,0.047308275566569816,"Regional Smoothing"
"South Strait of Georgia",302,2010,"Spring",1,0.046896551724137932,"Temporal Average"
"South Strait of Georgia",302,2010,"Summer",2,0.061756935270805814,"Temporal Average"
"South Strait of Georgia",302,2010,"Fall",3,0.040650406504065047,"Temporal Average"
"South Strait of Georgia",302,2011,"Spring",1,0.03498950314905528,"Temporal Average"
"South Strait of Georgia",302,2011,"Summer",2,0.051943699731903478,"Temporal Average"
"South Strait of Georgia",302,2011,"Fall",3,0.044631306597671401,"Regional Average"
"South Strait of Georgia",302,2012,"Spring",1,0.03114382785956965,"Temporal Average"
"South Strait of Georgia",302,2012,"Summer",2,0.050939798420049032,"Temporal Average"
"South Strait of Georgia",302,2012,"Fall",3,0.041840306717786296,"Regional Average"
"South Strait of Georgia",302,2013,"Spring",1,0.084874484984921214,"Temporal Average"
"South Strait of Georgia",302,2013,"Summer",2,0.15528529563085075,"Temporal Average"
"South Strait of Georgia",302,2013,"Fall",3,0.027027027027027029,"Temporal Average"
"South Strait of Georgia",302,2014,"Spring",1,0.059855746596109302,"Temporal Average"
"South Strait of Georgia",302,2014,"Summer",2,0.10124057611026963,"Temporal Average"
"South Strait of Georgia",302,2014,"Fall",3,0.094414060625944776,"Regional Average"
"South Strait of Georgia",302,2015,"Spring",1,0.078509564458844786,"Temporal Average"
"South Strait of Georgia",302,2015,"Summer",2,0.12001854761094111,"Temporal Average"
"South Strait of Georgia",302,2015,"Fall",3,0.1049379429211045,"Regional Average"
"South Strait of Georgia",302,2016,"Spring",1,0.06028430462605637,"Temporal Average"
"South Strait of Georgia",302,2016,"Summer",2,0.063571941926896927,"Temporal Average"
"South Strait of Georgia",302,2016,"Fall",3,0.1141732283464567,"Temporal Average"
"South Strait of Georgia",302,2017,"Spring",1,0.059529824296810196,"Temporal Average"
"South Strait of Georgia",302,2017,"Summer",2,0.097269140883659247,"Temporal Average"
"South Strait of Georgia",302,2017,"Fall",3,0.042076991942703673,"Temporal Average"
"South Strait of Georgia",302,2018,"Spring",1,0.094536370877474157,"Temporal Average"
"South Strait of Georgia",302,2018,"Summer",2,0.098100656399476682,"Temporal Average"
"South Strait of Georgia",302,2018,"Fall",3,0.125,"Temporal Average"
"South Strait of Georgia",302,2019,"Spring",1,0.093814739197367478,"Temporal Average"
"South Strait of Georgia",302,2019,"Summer",2,0.13490742699947261,"Temporal Average"
"South Strait of Georgia",302,2019,"Fall",3,0.13866079177515186,"Temporal Average"
"South Strait of Georgia",302,2020,"Spring",1,0.098493626882966395,"Temporal Average"
"South Strait of Georgia",302,2020,"Summer",2,0.099375175922286771,"Temporal Average"
"South Strait of Georgia",302,2020,"Fall",3,0.1358012301251631,"Temporal Average"
"South Strait of Georgia",302,2021,"Spring",1,0.06421024629151624,"Temporal Average"
"South Strait of Georgia",302,2021,"Summer",2,0.099570009896597617,"Temporal Average"
"South Strait of Georgia",302,2021,"Fall",3,0.11655103529981675,"Temporal Average"
"South Strait of Georgia",302,2022,"Spring",1,0.06108697095974816,"Temporal Average"
"South Strait of Georgia",302,2022,"Summer",2,0.13665989441990581,"Temporal Average"
"South Strait of Georgia",302,2022,"Fall",3,0.091263758271887707,"Temporal Average"
"South Strait of Georgia",302,2023,"Spring",1,0.06875467353510395,"Temporal Average"
"South Strait of Georgia",302,2023,"Summer",2,0.097244724102053245,"Temporal Average"
"South Strait of Georgia",302,2023,"Fall",3,0.12159514011365863,"Temporal Average"
"South Strait of Georgia",302,2024,"Spring",1,0.080300348409133138,"Temporal Average"
"South Strait of Georgia",302,2024,"Summer",2,0.080514509742500406,"Temporal Average"
"South Strait of Georgia",302,2024,"Fall",3,0.030951064104101492,"Temporal Average"
"South Strait of Georgia",302,2025,"Spring",1,0.046319637005293672,"Temporal Average"
"South Strait of Georgia",302,2025,"Summer",2,0.04739443962185632,"Temporal Average"
"South Strait of Georgia",302,2025,"Fall",3,0.04066688571130217,"Regional Average"
"South Strait of Georgia",302,2026,"Spring",1,0.059485969392429131,"Regional Smoothing"
"North Strait of Georgia",303,2005,"Spring",1,0.054532322137955939,"Regional Average"
"North Strait of Georgia",303,2005,"Summer",2,0.056476916181084719,"Temporal Average"
"North Strait of Georgia",303,2005,"Fall",3,0.054532322137955939,"Regional Average"
"North Strait of Georgia",303,2006,"Spring",1,0.034000000000000002,"Temporal Average"
"North Strait of Georgia",303,2006,"Summer",2,0.066219614417435041,"Temporal Average"
"North Strait of Georgia",303,2006,"Fall",3,0.060006818956699626,"Regional Average"
"North Strait of Georgia",303,2007,"Spring",1,0.029182879377431907,"Temporal Average"
"North Strait of Georgia",303,2007,"Summer",2,0.089207048458149779,"Temporal Average"
"North Strait of Georgia",303,2007,"Fall",3,0.079890643985419202,"Regional Average"
"North Strait of Georgia",303,2008,"Spring",1,0.043446244477172311,"Regional Average"
"North Strait of Georgia",303,2008,"Summer",2,0.044933516735442457,"Temporal Average"
"North Strait of Georgia",303,2008,"Fall",3,0.043446244477172311,"Regional Average"
"North Strait of Georgia",303,2009,"Spring",1,0.05508617776275769,"Regional Average"
"North Strait of Georgia",303,2009,"Summer",2,0.060165975103734441,"Temporal Average"
"North Strait of Georgia",303,2009,"Fall",3,0.05508617776275769,"Regional Average"
"North Strait of Georgia",303,2010,"Spring",1,0.032567049808429116,"Temporal Average"
"North Strait of Georgia",303,2010,"Summer",2,0.10085763293310464,"Temporal Average"
"North Strait of Georgia",303,2010,"Fall",3,0.089842632331902719,"Regional Average"
"North Strait of Georgia",303,2011,"Spring",1,0.032854209445585217,"Temporal Average"
"North Strait of Georgia",303,2011,"Summer",2,0.15014436958614052,"Temporal Average"
"North Strait of Georgia",303,2011,"Fall",3,0.12701458173445895,"Regional Average"
"North Strait of Georgia",303,2012,"Spring",1,0.13651877133105803,"Regional Average"
"North Strait of Georgia",303,2012,"Summer",2,0.15735694822888283,"Temporal Average"
"North Strait of Georgia",303,2012,"Fall",3,0.13651877133105803,"Regional Average"
"North Strait of Georgia",303,2013,"Spring",1,0.032997250229147568,"Temporal Average"
"North Strait of Georgia",303,2013,"Summer",2,0.27869841342819063,"Temporal Average"
"North Strait of Georgia",303,2013,"Fall",3,0.048672566371681415,"Temporal Average"
"North Strait of Georgia",303,2014,"Spring",1,0.21638151066072933,"Regional Average"
"North Strait of Georgia",303,2014,"Summer",2,0.20962531515365967,"Temporal Average"
"North Strait of Georgia",303,2014,"Fall",3,0.21638151066072933,"Regional Average"
"North Strait of Georgia",303,2015,"Spring",1,0.081419923686752285,"Temporal Average"
"North Strait of Georgia",303,2015,"Summer",2,0.20042580046154648,"Temporal Average"
"North Strait of Georgia",303,2015,"Fall",3,0.073076923076923081,"Temporal Average"
"North Strait of Georgia",303,2016,"Spring",1,0.11587680480414754,"Temporal Average"
"North Strait of Georgia",303,2016,"Summer",2,0.17281850021481165,"Temporal Average"
"North Strait of Georgia",303,2016,"Fall",3,0.17047885384265443,"Regional Average"
"North Strait of Georgia",303,2017,"Spring",1,0.089633089896265117,"Temporal Average"
"North Strait of Georgia",303,2017,"Summer",2,0.23569533136276227,"Temporal Average"
"North Strait of Georgia",303,2017,"Fall",3,0.16800000000000001,"Temporal Average"
"North Strait of Georgia",303,2018,"Spring",1,0.050025033259820717,"Temporal Average"
"North Strait of Georgia",303,2018,"Summer",2,0.15942276801983762,"Temporal Average"
"North Strait of Georgia",303,2018,"Fall",3,0.13469889277164496,"Regional Average"
"North Strait of Georgia",303,2019,"Spring",1,0.094417795099851765,"Temporal Average"
"North Strait of Georgia",303,2019,"Summer",2,0.16159600997506235,"Temporal Average"
"North Strait of Georgia",303,2019,"Fall",3,0.15997095986267459,"Regional Average"
"North Strait of Georgia",303,2020,"Spring",1,0.14611872146118721,"Temporal Average"
"North Strait of Georgia",303,2020,"Summer",2,0.12517778342941843,"Temporal Average"
"North Strait of Georgia",303,2020,"Fall",3,0.22935779816513763,"Temporal Average"
"North Strait of Georgia",303,2021,"Spring",1,0.062012653767789576,"Temporal Average"
"North Strait of Georgia",303,2021,"Summer",2,0.11975908163081236,"Temporal Average"
"North Strait of Georgia",303,2021,"Fall",3,0.085901428111242351,"Temporal Average"
"North Strait of Georgia",303,2022,"Spring",1,0.084683260141247926,"Temporal Average"
"North Strait of Georgia",303,2022,"Summer",2,0.22791657195848813,"Temporal Average"
"North Strait of Georgia",303,2022,"Fall",3,0.11138470394801693,"Temporal Average"
"North Strait of Georgia",303,2023,"Spring",1,0.1578281169163738,"Temporal Average"
"North Strait of Georgia",303,2023,"Summer",2,0.14905446094262989,"Temporal Average"
"North Strait of Georgia",303,2023,"Fall",3,0.1335380401166387,"Temporal Average"
"North Strait of Georgia",303,2024,"Spring",1,0.084045584045584043,"Temporal Average"
"North Strait of Georgia",303,2024,"Summer",2,0.10286123032904149,"Temporal Average"
"North Strait of Georgia",303,2024,"Fall",3,0.10102563379089485,"Temporal Average"
"North Strait of Georgia",303,2025,"Spring",1,0.083688543515073183,"Temporal Average"
"North Strait of Georgia",303,2025,"Summer",2,0.15408799037478374,"Temporal Average"
"North Strait of Georgia",303,2025,"Fall",3,0.12494037603804264,"Regional Average"
"North Strait of Georgia",303,2026,"Spring",1,0.12002341398810128,"Regional Smoothing"
"Southwest Vancouver Island Sport",304,2005,"Spring",1,0.083523158694001537,"Regional Average"
"Southwest Vancouver Island Sport",304,2005,"Summer",2,0.0831299692985909,"Temporal Average"
"Southwest Vancouver Island Sport",304,2005,"Fall",3,0.083523158694001537,"Regional Average"
"Southwest Vancouver Island Sport",304,2006,"Spring",1,0.080729166666666671,"Temporal Average"
"Southwest Vancouver Island Sport",304,2006,"Summer",2,0.13776778316960586,"Temporal Average"
"Southwest Vancouver Island Sport",304,2006,"Fall",3,0.13481381785554061,"Regional Average"
"Southwest Vancouver Island Sport",304,2007,"Spring",1,0.14714890843923101,"Regional Average"
"Southwest Vancouver Island Sport",304,2007,"Summer",2,0.15082672402204597,"Temporal Average"
"Southwest Vancouver Island Sport",304,2007,"Fall",3,0.14714890843923101,"Regional Average"
"Southwest Vancouver Island Sport",304,2008,"Spring",1,0.059895833333333336,"Temporal Average"
"Southwest Vancouver Island Sport",304,2008,"Summer",2,0.16931740354615327,"Temporal Average"
"Southwest Vancouver Island Sport",304,2008,"Fall",3,0.16556437389770723,"Regional Average"
"Southwest Vancouver Island Sport",304,2009,"Spring",1,0.0546875,"Temporal Average"
"Southwest Vancouver Island Sport",304,2009,"Summer",2,0.16004058666174706,"Temporal Average"
"Southwest Vancouver Island Sport",304,2009,"Fall",3,0.15887850467289719,"Regional Average"
"Southwest Vancouver Island Sport",304,2010,"Spring",1,0.1171875,"Temporal Average"
"Southwest Vancouver Island Sport",304,2010,"Summer",2,0.33167109328418887,"Temporal Average"
"Southwest Vancouver Island Sport",304,2010,"Fall",3,0.32697187566081626,"Regional Average"
"Southwest Vancouver Island Sport",304,2011,"Spring",1,0.13541666666666666,"Temporal Average"
"Southwest Vancouver Island Sport",304,2011,"Summer",2,0.16327272727272726,"Temporal Average"
"Southwest Vancouver Island Sport",304,2011,"Fall",3,0.1622457777552366,"Regional Average"
"Southwest Vancouver Island Sport",304,2012,"Spring",1,0.19010416666666666,"Temporal Average"
"Southwest Vancouver Island Sport",304,2012,"Summer",2,0.1868989607141317,"Temporal Average"
"Southwest Vancouver Island Sport",304,2012,"Fall",3,0.18642204937436591,"Regional Average"
"Southwest Vancouver Island Sport",304,2013,"Spring",1,0.18384748333667802,"Regional Average"
"Southwest Vancouver Island Sport",304,2013,"Summer",2,0.18603867334277627,"Temporal Average"
"Southwest Vancouver Island Sport",304,2013,"Fall",3,0.18384748333667802,"Regional Average"
"Southwest Vancouver Island Sport",304,2014,"Spring",1,0.066666666666666666,"Temporal Average"
"Southwest Vancouver Island Sport",304,2014,"Summer",2,0.11227030993740794,"Temporal Average"
"Southwest Vancouver Island Sport",304,2014,"Fall",3,0.11093804430748831,"Regional Average"
"Southwest Vancouver Island Sport",304,2015,"Spring",1,0.072088582450114694,"Temporal Average"
"Southwest Vancouver Island Sport",304,2015,"Summer",2,0.17575938454684956,"Temporal Average"
"Southwest Vancouver Island Sport",304,2015,"Fall",3,0.16948833295944402,"Regional Average"
"Southwest Vancouver Island Sport",304,2016,"Spring",1,0.25,"Temporal Average"
"Southwest Vancouver Island Sport",304,2016,"Summer",2,0.07577553014567899,"Temporal Average"
"Southwest Vancouver Island Sport",304,2017,"Spring",1,0.07322929171668667,"Temporal Average"
"Southwest Vancouver Island Sport",304,2017,"Summer",2,0.095783097188615593,"Temporal Average"
"Southwest Vancouver Island Sport",304,2017,"Fall",3,0.095065838470641068,"Regional Average"
"Southwest Vancouver Island Sport",304,2018,"Spring",1,0.21532846715328466,"Temporal Average"
"Southwest Vancouver Island Sport",304,2018,"Summer",2,0.12934599066710054,"Temporal Average"
"Southwest Vancouver Island Sport",304,2019,"Spring",1,0.17627997407647439,"Temporal Average"
"Southwest Vancouver Island Sport",304,2019,"Summer",2,0.13205077944360377,"Temporal Average"
"Southwest Vancouver Island Sport",304,2020,"Spring",1,0.10740631454706404,"Temporal Average"
"Southwest Vancouver Island Sport",304,2020,"Summer",2,0.093785782615334656,"Temporal Average"
"Southwest Vancouver Island Sport",304,2021,"Spring",1,0.16909749730508983,"Temporal Average"
"Southwest Vancouver Island Sport",304,2021,"Summer",2,0.11872770002908736,"Temporal Average"
"Southwest Vancouver Island Sport",304,2022,"Spring",1,0.21921182266009853,"Temporal Average"
"Southwest Vancouver Island Sport",304,2022,"Summer",2,0.11116956790682017,"Temporal Average"
"Southwest Vancouver Island Sport",304,2022,"Fall",3,0.11450424022321591,"Regional Average"
"Southwest Vancouver Island Sport",304,2023,"Spring",1,0.15463468643867484,"Temporal Average"
"Southwest Vancouver Island Sport",304,2023,"Summer",2,0.10821607577381187,"Temporal Average"
"Southwest Vancouver Island Sport",304,2023,"Fall",3,0.10866145079758734,"Regional Average"
"Southwest Vancouver Island Sport",304,2024,"Spring",1,0.10545795794380619,"Temporal Average"
"Southwest Vancouver Island Sport",304,2024,"Summer",2,0.095751693141154351,"Temporal Average"
"Southwest Vancouver Island Sport",304,2024,"Fall",3,0.095653000551058867,"Regional Average"
"Southwest Vancouver Island Sport",304,2025,"Spring",1,0.18681927997148401,"Temporal Average"
"Southwest Vancouver Island Sport",304,2025,"Summer",2,0.084747355684970882,"Temporal Average"
"Southwest Vancouver Island Sport",304,2026,"Spring",1,0.092990317667917682,"Regional Smoothing"
"Northwest Vancouver Island Sport",305,2005,"Summer",2,0.10838901262063845,"Temporal Average"
"Northwest Vancouver Island Sport",305,2005,"Fall",3,0.10280701754385965,"Regional Average"
"Northwest Vancouver Island Sport",305,2006,"Spring",1,0.15963606286186932,"Regional Average"
"Northwest Vancouver Island Sport",305,2006,"Summer",2,0.16666666666666666,"Temporal Average"
"Northwest Vancouver Island Sport",305,2006,"Fall",3,0.15963606286186932,"Regional Average"
"Northwest Vancouver Island Sport",305,2007,"Spring",1,0.13619854721549637,"Regional Average"
"Northwest Vancouver Island Sport",305,2007,"Summer",2,0.14040660736975857,"Temporal Average"
"Northwest Vancouver Island Sport",305,2008,"Spring",1,0.09524935003545261,"Regional Average"
"Northwest Vancouver Island Sport",305,2008,"Summer",2,0.09815950920245399,"Temporal Average"
"Northwest Vancouver Island Sport",305,2009,"Spring",1,0.17081447963800905,"Regional Average"
"Northwest Vancouver Island Sport",305,2009,"Summer",2,0.17573964497041419,"Temporal Average"
"Northwest Vancouver Island Sport",305,2009,"Fall",3,0.17081447963800905,"Regional Average"
"Northwest Vancouver Island Sport",305,2010,"Spring",1,0.34486735870818913,"Regional Average"
"Northwest Vancouver Island Sport",305,2010,"Summer",2,0.34780023781212843,"Temporal Average"
"Northwest Vancouver Island Sport",305,2010,"Fall",3,0.34486735870818913,"Regional Average"
"Northwest Vancouver Island Sport",305,2011,"Spring",1,0.24777801864296553,"Regional Average"
"Northwest Vancouver Island Sport",305,2011,"Summer",2,0.25218757011442672,"Temporal Average"
"Northwest Vancouver Island Sport",305,2011,"Fall",3,0.24777801864296553,"Regional Average"
"Northwest Vancouver Island Sport",305,2012,"Spring",1,0.34277427060228632,"Regional Average"
"Northwest Vancouver Island Sport",305,2012,"Summer",2,0.35056967572304998,"Temporal Average"
"Northwest Vancouver Island Sport",305,2012,"Fall",3,0.34277427060228632,"Regional Average"
"Northwest Vancouver Island Sport",305,2013,"Spring",1,0.47013651877133106,"Regional Average"
"Northwest Vancouver Island Sport",305,2013,"Summer",2,0.47833672579238151,"Temporal Average"
"Northwest Vancouver Island Sport",305,2013,"Fall",3,0.47013651877133106,"Regional Average"
"Northwest Vancouver Island Sport",305,2014,"Spring",1,0.44209760416971466,"Regional Average"
"Northwest Vancouver Island Sport",305,2014,"Summer",2,0.45412941236200749,"Temporal Average"
"Northwest Vancouver Island Sport",305,2015,"Spring",1,0.21799984514819465,"Regional Average"
"Northwest Vancouver Island Sport",305,2015,"Summer",2,0.21769690349312268,"Temporal Average"
"Northwest Vancouver Island Sport",305,2015,"Fall",3,0.21799984514819465,"Regional Average"
"Northwest Vancouver Island Sport",305,2016,"Spring",1,0.30229274818831958,"Regional Average"
"Northwest Vancouver Island Sport",305,2016,"Summer",2,0.29628534063290779,"Temporal Average"
"Northwest Vancouver Island Sport",305,2016,"Fall",3,0.30229274818831958,"Regional Average"
"Northwest Vancouver Island Sport",305,2017,"Spring",1,0.27104701187186564,"Regional Average"
"Northwest Vancouver Island Sport",305,2017,"Summer",2,0.27434010815359988,"Temporal Average"
"Northwest Vancouver Island Sport",305,2017,"Fall",3,0.27104701187186564,"Regional Average"
"Northwest Vancouver Island Sport",305,2018,"Spring",1,0.28072093671980269,"Regional Average"
"Northwest Vancouver Island Sport",305,2018,"Summer",2,0.27512642323496528,"Temporal Average"
